#,color,size,content
259,蓝色,128GB,"外形外观：经典
屏幕音效：亮度适中，音响效果不错
拍照效果：效果棒棒哒
运行速度：运行正常没有发热现像
待机时间：待机时间很长"
260,午夜色,256GB,外形外观：外形非常好看，经典的方形块还是不错的，考虑到它的外形还有颜色都很喜欢用起来也很流畅选择了256G的，应该够用了。?屏幕音效：钢化磨合手机壳一起到的直接用局必须给京东赞拍照效果：拍照效果比之前更清晰了，颜@彩更饱和了，新片加强了，价格还是很优惠的。?运行速度：苹果系统依然是很流畅的运行速度不用担心一切完美。
261,蓝色,256GB,收到手机很兴奋，睡不着，第一次买这么贵的手机，开箱第一眼，很惊艳，做工精细，完美无瑕，贵有贵的道理。之前考虑过华为麒麟9000，无奈买不到5G，火龙888+持续高温pass，最终只有iphone13。阉割版A15性能功耗方面达到一个平衡，平时就玩下@，吃鸡，王者，戴上套都是温温的。续航不错，满电上班到下班不用充电，比iphone12强多了，不比4-5千毫安的安卓机差。拍照方面，之前用魅族16spro，感觉和iphone13差不多，肥宅很少拍照，就扫个码?。系统方面，第一次用iOS，很不习惯，下载应用只能在Appstore下载，很多收费应用，安卓白嫖习惯了，还有返回手势很不习惯，只能在左边向右划，flyme左右都可以划，这点比iOS好用多，左右单手操作都行。还有苹果的配件是真的贵，真的环保?
262,午夜色,256GB,"特意用了一段时间来评价。首先相信京东正品，还是不错的。
外形外观：外观好看，不是特别重。
屏幕音效：音效不错，屏幕也很灵敏
拍照效果：拍照好看，很还原，很高清。苹果，大家都懂！
运行速度：很快
待机时间：还可以，不太玩手机，一天没问题。
其他特色：总的来说很好，但是还是觉得应该支持国产华为，有一点小后悔。"
263,午夜色,128GB,特别满意的购物体验！很不错经过实测iPhone13 Pro Max与iPhone12 Pro Max在游戏中差距并不大，并且功耗是有所增大的。如果说平时玩游戏多的用户，iPhone12 Pro Max还是非常合适的，售价低的同时性能依然在线，大型游戏均能流畅运行；而对综合能力有着高要求的用户来说，本次iPhone13 Pro Max在屏幕、电池、性能、影像的提升则更能满足您，尤其是首次加入的高刷与智能分辨率在实际表现中还是非常香的。
264,星光色,256GB,ios系统一如既往的流畅，系统其实有很多的快捷操作，一般人会用的估计五分之一都没有。系统的封闭性没有安卓使用的那么多灵活性，同时ios的下的app比安卓下规范很多。airpods用在苹果手机上确实是绝配，同样的歌在ios听起来质感更强。屏幕优秀，续航也很给力。信号?是真的差呀，wifi信号差，比不上18年的安卓机，4G5G信号确实寒酸，嗐
265,星光色,256GB,外形外观：果粉转安卓再度转果粉，拿到手心情非常激动，大爱直角边，系统流畅，刚买没贴膜所以留指纹，商务日常使用完美。
266,星光色,256GB,"外形外观：外形小巧玲珑，外观简洁大方，配色朴素，而有内涵
屏幕音效：屏幕没有绿边，使用丝滑顺畅，打游戏也很舒服
拍照效果：拍照效果杠杠的，画质清晰，像素感人
运行速度：运行流畅，四个腿赶上了别人八个腿的速度
待机时间：够用
其他特色：充电时间不太快，通病"
267,星光色,256GB,"外形外观：之前用的是苹果8p，虽然尺寸大了，但屏幕看视频的区域更小了，不过不影响正常观感，反倒手机的轻巧让我感到很舒适。
屏幕音效：屏幕很好，没有网传很刺眼的感觉。
拍照效果：真的很棒，除了夜间有&ldquo;鬼影&rdquo;其它很棒
待机时间：强到离谱
运行速度：A15性能杠杠的"
268,午夜色,128GB,"外形外观：黑色的比较经典，高大上
屏幕音效：没有杂音，质感不错
拍照效果：手机的像素，我非常喜欢，苹果手机拍照
运行速度：内存大一点都不卡
待机时间：以自己的使用情况而定"
269,绿色,256GB,"手感超级舒服，绿色颜色鲜艳，辨识度很不错，运行速度新机很爽，256内存也够用，就是不知道4G运存时间久了够不够用，现在有优惠价格还不错！
屏幕音效：音效很棒
拍照效果：体验不明显
运行速度：新机不错的
外形外观：外观设计风格非常好看"
270,午夜色,128GB,iPhone 13性价比真的高，真是13香，而且赠了充电器，很值得买，13的屏幕素质真高，显示效果很细腻，处理器太强了，秒杀其他手机，玩游戏非常的流畅，而且手机发热控制也很好，物流速度快，服务态度也很好！
271,远峰蓝,128G,第一次再京东买手机，安全下车.98新以上电池电量百分百是我没想到的，相当满意！
272,银色,128G,手机颜色非常喜欢，三个大摄像头高端大气上档次，拿在手上，手感非常好速度超快，不卡顿，超广角功能非常强大，电池99，感觉还不错
273,银色,128G,"1外观好看，屏幕感觉非常结实，摔了很多次都没事，真心不错的选择，拍照效果特别好，比iPhone 12 Pro好很多，运行速度也特别快，买iPhone 13 Pro感觉非常满意。
2：iPhone 13 Pro外观很有档次，对比老款苹果手机，直角线条的设计看起来更高档，屏幕显示特别细腻，120Hz高刷玩游戏很爽，拍照超级棒，拍视频的电影效果赞到不行，运行特别快，同时运行十多个软件都不卡。
3：苹果手机做工超精致，系统很稳定，流畅自然，运行速度很稳定顺畅，不卡顿，拍照效果太清晰了，脸上的痘痘都很清晰，续航能力比苹果12续航好太多了，很靠谱，估计这款iPhone 13 Pro手机至少用个四年没问题，不错！"
274,石墨色,128G,"手机特别好，很香。99新就是全新，充电0
次，电量100，无磕碰划痕，太赞了！还送了
手机壳，钢化膜，充电器套装，绝了！手机收到了 很不错 电池寿命一百 一直是苹果
专用户 在拍拍严选购买了第二次了 没有让我
失望 13的高刷是真的爽 比我的老x强太多了
续航一天不用的情况下掉两个电很不错"
275,苍岭绿,256G,发货速度很快，第三天就收到了，苹果手机收到打开，跟全新一样，电池100%，屏幕没有任何划痕，边框也完好，送了手机壳，膜，充电器，物有所值，划算。
276,石墨色,256G,手机很不错?成色很新，电池寿命99%赞? 比买新手机划算多了&hellip;&hellip;已经在拍拍严选买的第三部手机了，一直信赖京东拍拍严选，下次有需要还会光顾！
277,远峰蓝,128G,"很好 95新的13pro 电池99 很标准   还带保修呢
  快去抢吧数量有限"
278,远峰蓝,128G,手机非常新，买的是95新，但是感觉有99新。电池健康还有98，23年2月保修到期。爱思什么的也都查过了没什么问题，买下来很划算，非常推荐。
279,远峰蓝,128G,手机很新值得信赖 还送很多配件 手机壳 充电器 服务很好 物流超级快 下次购?还会选择拍拍严选
280,远峰蓝,128G,物流非常的快，下单完第3天就收到了。赞赞赞赞赞，机子的成色靓极了和新机一摸一样。没有磕碰没有磨痕。非常的满意，手机很好用，拍照打游戏都嘎嘎香
281,石墨色,128G,质量好 很不错 发货很快 正品
282,金色,256G,心心念念的苹果13pro终于收到了，导购员介绍购买的商品真的好，说是99新看着就觉得是全新的没有瑕疵、没有划痕、没有棹漆，电池有百分之百真的好爱十三香真香，查了型号序列号是国行正品。好评
283,银色,256G,物流特别快.手机就和新机一样.根本看不出使用痕迹.触碰也特别灵敏.运行也很流畅.拿在手中的手感也特别好.商家还颂手机卡服务很周到.
284,远峰蓝,256G,"很不错???
成色完全就是台新机，外观完美无缺。
充电45次，电池100。国行2月出厂。在保。
非BS机，非官翻，非官换。
推荐购买～"
285,远峰蓝,128G,"1外观好看，屏幕感觉非常结实，摔了很多次
都没事，真心不错的选择，拍照效果特别好，
买iPhone 13 Pro 感觉非常满意
2:iPhone 13 Pro外观很有档次，对比老款苹
果手机，直角线条的设计看起来更高档，屏幕
显示特别细腻，120Hz高刷玩游戏很爽，拍照
超级棒，拍视频的电影效果赞到不行，运行特
别快，同时运行十多个软件都不卡。
3：很靠谱，估计这款 ifhone 13 pro 手机至公
用个四年没问题，不错！还送了配件！"
286,石墨色,256G,"1外观好看，屏幕感觉非常结实，摔了很多次都没事，真心不错的选择，拍照效果特别好，买iPhone 13 Pro感觉非常满意。
2:iPhone 13 Pro外观很有档次，对比老款苹
果手机，直角线条的设计看起来更高档，屏幕
显示特别细腻，120Hz高刷玩游戏很爽，拍照
超级棒，拍视频的电影效果赞到不行，运行特
别快，同时运行十多个软件都不卡。
3：很靠谱，估计这款iPhone 13 Pro 手机至少用个四年没问题，不错！还送了配件！"
287,石墨色,256G,买二手手机等于开盲盒，有心里准备可以买
288,石墨色,128G,现在送膜送壳送的真实让人惊艳 手机完美 没问题
289,苍岭绿,256G,完美落地看不出是旧机器，非常给力，服务很好
290,石墨色,128G,手机到手很新，电池效率百分之百，到我手里面的时候只冲了九次电，国行在保三百多天，基本上可以说是全新的了，验过机了，正品无疑
291,远峰蓝,256G,到手验过机子了 是正品行货，感觉很不错
292,远峰蓝,128G,手机很好用，反应快成色很新和新手机一摸一样。价格很实惠太满意了。打游戏嘎嘎香，拍照也好用，和测机报告一摸一样，大平台值得信任。
293,远峰蓝,128G,值得信赖，服务态度很好，东西也很好，值得购买。iPad也是他们家买的  健康百分百
